fatty acid oxidation pathway	Long-chain-fatty-acid--CoA ligase	6.2.1.3	FAA2	PMID:1551874|SGD_REF:S000054412
fatty acid oxidation pathway	Long-chain-fatty-acid--CoA ligase	6.2.1.3	FAA3	PMID:1551874|SGD_REF:S000054412
fatty acid oxidation pathway	Long-chain-fatty-acid--CoA ligase	6.2.1.3	FAA4	PMID:1551874|SGD_REF:S000054412
fatty acid oxidation pathway	Long-chain-fatty-acid--CoA ligase	6.2.1.3	FAT1	PMID:1551874|SGD_REF:S000054412
folic acid biosynthesis		3.6.1.-		
folic acid biosynthesis		3.6.1.-		
folic acid biosynthesis		4.1.3.38	LIP1	
folic acid biosynthesis		6.3.5.8	ABZ1	
folic acid biosynthesis	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase	2.7.6.3	FOL1	
folic acid biosynthesis	Dihydrofolate reductase	1.5.1.3	DFR1	
folic acid biosynthesis	Dihydrofolate synthase	6.3.2.12	FOL3	
folic acid biosynthesis	Dihydroneopterin aldolase	4.1.2.25	FOL1	
folic acid biosynthesis	Dihydropteroate synthase	2.5.1.15	FOL1	
folic acid biosynthesis	Folylpolyglutamate synthase	6.3.2.17	FOL3	
folic acid biosynthesis	Folylpolyglutamate synthase	6.3.2.17	MET7	
folic acid biosynthesis	Formate--tetrahydrofolate ligase	6.3.4.3	ADE3	
folic acid biosynthesis	Formate--tetrahydrofolate ligase	6.3.4.3	MIS1	
folic acid biosynthesis	Glycine hydroxymethyltransferase	2.1.2.1	SHM1	
folic acid biosynthesis	Glycine hydroxymethyltransferase	2.1.2.1	SHM2	
folic acid biosynthesis	GTP cyclohydrolase I	3.5.4.16	FOL2	
folic acid biosynthesis	Methenyltetrahydrofolate cyclohydrolase	3.5.4.9	ADE3	
folic acid biosynthesis	Methenyltetrahydrofolate cyclohydrolase	3.5.4.9	MIS1	
folic acid biosynthesis	Methylenetetrahydrofolate dehydrogenase (NADP+)	1.5.1.5	ADE3	
folic acid biosynthesis	Methylenetetrahydrofolate dehydrogenase (NADP+)	1.5.1.5	MIS1	
formylTHF biosynthesis	5,10-methylenetetrahydrofolate reductase (FADH)	1.7.99.5		
formylTHF biosynthesis	5-methyltetrahydrofolate--homocysteine S-methyltransferase	2.1.1.13		
formylTHF biosynthesis	Dihydrofolate reductase	1.5.1.3	DFR1	
formylTHF biosynthesis	Dihydrofolate synthase	6.3.2.12	FOL3	
formylTHF biosynthesis	Formate--tetrahydrofolate ligase	6.3.4.3	ADE3	
formylTHF biosynthesis	Formate--tetrahydrofolate ligase	6.3.4.3	MIS1	
formylTHF biosynthesis	Formyltetrahydrofolate deformylase	3.5.1.10		
formylTHF biosynthesis	Glycine hydroxymethyltransferase	2.1.2.1	SHM1	
formylTHF biosynthesis	Glycine hydroxymethyltransferase	2.1.2.1	SHM2	
formylTHF biosynthesis	Methenyltetrahydrofolate cyclohydrolase	3.5.4.9	ADE3	
formylTHF biosynthesis	Methenyltetrahydrofolate cyclohydrolase	3.5.4.9	MIS1	
formylTHF biosynthesis	Methylenetetrahydrofolate dehydrogenase (NADP+)	1.5.1.5	ADE3	
formylTHF biosynthesis	Methylenetetrahydrofolate dehydrogenase (NADP+)	1.5.1.5	MIS1	
formylTHF biosynthesis	Thymidylate synthase	2.1.1.45	CDC21	
galactose metabolism	Aldose 1-epimerase	5.1.3.3	GAL10	PMID:14764091|SGD_REF:S000075515
galactose metabolism	Galactokinase	2.7.1.6	GAL1	PMID:14764091|SGD_REF:S000075515
galactose metabolism	Phosphoglucomutase	5.4.2.2	PGM1	PMID:14764091|SGD_REF:S000075515
galactose metabolism	Phosphoglucomutase	5.4.2.2	PGM2	PMID:14764091|SGD_REF:S000075515
galactose metabolism	UDP-glucose 4-epimerase	5.1.3.2	GAL10	PMID:14764091|SGD_REF:S000075515
galactose metabolism	UDP-glucose--hexose-1-phosphate uridylyltransferase	2.7.7.12	GAL7	PMID:14764091|SGD_REF:S000075515
gluconeogenesis	Fructose-bisphosphatase	3.1.3.11	FBP1	PMID:9467897|SGD_REF:S000041426
gluconeogenesis	Fructose-bisphosphate aldolase	4.1.2.13	FBA1	PMID:9467897|SGD_REF:S000041426
gluconeogenesis	Glucose-6-phosphate isomerase	5.3.1.9	PGI1	PMID:9467897|SGD_REF:S000041426
gluconeogenesis	Glyceraldehyde 3-phosphate dehydrogenase (phosphorylating)	1.2.1.12	TDH1	PMID:9467897|SGD_REF:S000041426
gluconeogenesis	Glyceraldehyde 3-phosphate dehydrogenase (phosphorylating)	1.2.1.12	TDH2	PMID:9467897|SGD_REF:S000041426
gluconeogenesis	Glyceraldehyde 3-phosphate dehydrogenase (phosphorylating)	1.2.1.12	TDH3	PMID:9467897|SGD_REF:S000041426
gluconeogenesis	Malate dehydrogenase	1.1.1.37	MDH2	PMID:9467897|SGD_REF:S000041426
gluconeogenesis	Malate dehydrogenase (oxaloacetate decarboxylating)	1.1.1.38	MAE1	PMID:9467897|SGD_REF:S000041426
gluconeogenesis	Phosphoenolpyruvate carboxykinase (ATP)	4.1.1.49	PCK1	PMID:9467897|SGD_REF:S000041426
gluconeogenesis	Phosphoglycerate kinase	2.7.2.3	PGK1	PMID:9467897|SGD_REF:S000041426
gluconeogenesis	Phosphoglycerate mutase	5.4.2.1	GPM1	PMID:9467897|SGD_REF:S000041426
gluconeogenesis	Phosphopyruvate hydratase	4.2.1.11	ENO1	PMID:9467897|SGD_REF:S000041426
gluconeogenesis	Phosphopyruvate hydratase	4.2.1.11	ENO2	PMID:9467897|SGD_REF:S000041426
gluconeogenesis	Pyruvate carboxylase	6.4.1.1	PYC1	PMID:9467897|SGD_REF:S000041426
gluconeogenesis	Pyruvate carboxylase	6.4.1.1	PYC2	PMID:9467897|SGD_REF:S000041426
glucose 1-phosphate metabolism	Glucose dehydrogenase (pyrroloquinoline-quinone)	1.1.99.17		
glucose 1-phosphate metabolism	Glucose-1-phosphatase	3.1.3.10		
glucose 1-phosphate metabolism	Phosphoglucomutase	5.4.2.2	PGM1	
glucose 1-phosphate metabolism	Phosphoglucomutase	5.4.2.2	PGM2	
glucose 1-phosphate metabolism	UTP--glucose-1-phosphate uridylyltransferase	2.7.7.9	UGP1	
glucose 1-phosphate metabolism	UTP--glucose-1-phosphate uridylyltransferase	2.7.7.9	YHL012W	
glucose 1-phosphate metabolism	Xylose isomerase	5.3.1.5		
glucose fermentation 		1.1.1.1	ADH1	
glucose fermentation 		1.1.1.1	ADH2	
glucose fermentation 		1.1.1.1	ADH3	
glucose fermentation 		1.1.1.1	ADH4	
glucose fermentation 		1.1.1.1	ADH5	
glucose fermentation 		1.2.1.5	ALD4	
glucose fermentation 		1.2.1.5	ALD5	
glucose fermentation 	Aldehyde dehydrogenase (NAD+)	1.2.1.3		
glucose fermentation 	Aldehyde dehydrogenase (NADP+)	1.2.1.4	ALD6	
glucose fermentation 	glycolysis			
glucose fermentation 	Hexokinase	2.7.1.1	HXK2	
glucose fermentation 	Pyruvate decarboxylase	4.1.1.1	PDC1	
glucose fermentation 	Pyruvate decarboxylase	4.1.1.1	PDC5	
glucose fermentation 	Pyruvate decarboxylase	4.1.1.1	PDC6	
glucuronate degradation (to xylulose 5-phosphate)	Dehydro-L-gulonate decarboxylase	4.1.1.34		
glucuronate degradation (to xylulose 5-phosphate)	D-xylulose reductase	1.1.1.9	XYL2	
glucuronate degradation (to xylulose 5-phosphate)	Glucuronate reductase	1.1.1.19		
glucuronate degradation (to xylulose 5-phosphate)	L-gulonate 3-dehydrogenase	1.1.1.45		
glucuronate degradation (to xylulose 5-phosphate)	L-xylulose reductase	1.1.1.10		
glucuronate degradation (to xylulose 5-phosphate)	Xylulokinase	2.7.1.17	XKS1	
glutamate biosynthesis from ammonia	Glutamate dehydrogenase (NADP+)	1.4.1.4	GDH1	PMID:9287019|SGD_REF:S000049665|PMID:11562373|SGD_REF:S000066220|SGD_REF:S000070200|SGD_REF:S000075551
glutamate biosynthesis from ammonia	Glutamate dehydrogenase (NADP+)	1.4.1.4	GDH3	PMID:9287019|SGD_REF:S000049665|PMID:11562373|SGD_REF:S000066220|SGD_REF:S000070200|SGD_REF:S000075551
glutamate biosynthesis from glutamine	Glutamate synthase (NADH)	1.4.1.14	GLT1	SGD_REF:S000070200|SGD_REF:S000075551
glutamate degradation I	4-aminobutyrate aminotransferase	2.6.1.19	UGA1	PMID:11031268|SGD_REF:S000042602
glutamate degradation I	Glutamate decarboxylase	4.1.1.15	GAD1	PMID:11031268|SGD_REF:S000042602
glutamate degradation I	Succinate-semialdehyde dehydrogenase (NAD(P)+)	1.2.1.16	UGA2	PMID:11031268|SGD_REF:S000042602
glutamate degradation IX	Glutamate dehydrogenase	1.4.1.2	GDH2	PMID:1975578|SGD_REF:S000053418
glutamine biosynthesis	Glutamate--ammonia ligase	6.3.1.2	GLN1	SGD_REF:S000070200|SGD_REF:S000075551
glutathione biosynthesis	Glutamate--cysteine ligase	6.3.2.2	GSH1	PMID:11169096|SGD_REF:S000061564
glutathione biosynthesis	Glutathione synthase	6.3.2.3	GSH2	PMID:11169096|SGD_REF:S000061564
glutathione-glutaredoxin redox reactions			GRX2	PMID:11169096|SGD_REF:S000061564
glutathione-glutaredoxin redox reactions	Glutathione peroxidase	1.11.1.9	GPX1	PMID:11169096|SGD_REF:S000061564
glutathione-glutaredoxin redox reactions	Glutathione peroxidase	1.11.1.9	GPX2	PMID:11169096|SGD_REF:S000061564
glutathione-glutaredoxin redox reactions	Glutathione peroxidase	1.11.1.9	HYR1	PMID:11169096|SGD_REF:S000061564
glutathione-glutaredoxin redox reactions	Glutathione reductase (NADPH)	1.8.1.7	GLR1	PMID:11169096|SGD_REF:S000061564
glutathione-glutaredoxin redox reactions	Glutathione transferase	2.5.1.18	GTT1	PMID:11169096|SGD_REF:S000061564
glutathione-glutaredoxin redox reactions	Glutathione transferase	2.5.1.18	GTT2	PMID:11169096|SGD_REF:S000061564
glycerol biosynthesis	Acylglycerol lipase	3.1.1.23		
glycerol biosynthesis	Triacylglycerol lipase	3.1.1.3	ATG15	
glycerol biosynthesis	Triacylglycerol lipase	3.1.1.3	TGL1	
glycerol biosynthesis	Triacylglycerol lipase	3.1.1.3	TGL2	
glycerol metabolism	Glycerol dehydrogenase	1.1.1.6		
glycerol metabolism	Glycerol kinase	2.7.1.30	GUT1	
glycerol metabolism	Glycerol-3-phosphate dehydrogenase	1.1.99.5	GUT2	
glycerol metabolism	Glycerol-3-phosphate dehydrogenase (NAD(P)+)	1.1.1.94		
glycerol metabolism	Glycerophosphodiester phosphodiesterase	3.1.4.46		
glycerol teichoic acid biosynthesis	Glycerol-3-phosphate cytidylyltransferase	2.7.7.39		
glycerol teichoic acid biosynthesis	Phosphoglucomutase	5.4.2.2	PGM1	
glycerol teichoic acid biosynthesis	Phosphoglucomutase	5.4.2.2	PGM2	
glycerol teichoic acid biosynthesis	UTP--glucose-1-phosphate uridylyltransferase	2.7.7.9	UGP1	
glycerol teichoic acid biosynthesis	UTP--glucose-1-phosphate uridylyltransferase	2.7.7.9	YHL012W	
glycine biosynthesis from alanine	Alanine--glyoxylate aminotransferase	2.6.1.44	AGX1	PMID:14745783|SGD_REF:S000075415
glycine biosynthesis from serine	Glycine hydroxymethyltransferase	2.1.2.1	SHM1	SGD_REF:S000070200
glycine biosynthesis from serine	Glycine hydroxymethyltransferase	2.1.2.1	SHM2	SGD_REF:S000070200
glycine biosynthesis from threonine	Threonine aldolase	4.1.2.5	GLY1	PMID:9163906|SGD_REF:S000053396
glycine degradation	Aminomethyltransferase	2.1.2.10	GCV1	
glycine degradation	Formate dehydrogenase (cytochrome)	1.2.2.1		
glycine degradation	Formate--tetrahydrofolate ligase	6.3.4.3	ADE3	
glycine degradation	Formate--tetrahydrofolate ligase	6.3.4.3	MIS1	
glycine degradation	Glycine dehydrogenase (decarboxylating)	1.4.4.2	GCV2	
glycine degradation	Methenyltetrahydrofolate cyclohydrolase	3.5.4.9	ADE3	
glycine degradation	Methenyltetrahydrofolate cyclohydrolase	3.5.4.9	MIS1	
glycine degradation	Methylenetetrahydrofolate dehydrogenase (NAD+)	1.5.1.15	ADE3	
glycine degradation	Methylenetetrahydrofolate dehydrogenase (NAD+)	1.5.1.15	MIS1	
glycine degradation	Methylenetetrahydrofolate dehydrogenase (NAD+)	1.5.1.15	MTD1	
glycogen biosynthesis	1,4-alpha-glucan branching enzyme	2.4.1.18	GLC3	PMID:11152943|SGD_REF:S000059437
glycogen biosynthesis	Glycogen (starch) synthase	2.4.1.11	GSY1	PMID:11152943|SGD_REF:S000059437
glycogen biosynthesis	Glycogen (starch) synthase	2.4.1.11	GSY2	PMID:11152943|SGD_REF:S000059437
glycogen biosynthesis	Glycogenin glucosyltransferase	2.4.1.186	GLG2	PMID:11152943|SGD_REF:S000059437
glycogen biosynthesis	Glycogenin glucosyltransferase	2.4.1.186	TOA2	PMID:11152943|SGD_REF:S000059437
glycogen catabolism			GPH1	PMID:11152943|SGD_REF:S000059437
glycogen catabolism		3.2.1.33	GDB1	PMID:11152943|SGD_REF:S000059437
glycogen catabolism	4-alpha-glucanotransferase	2.4.1.25	GDB1	PMID:11152943|SGD_REF:S000059437
glycogen catabolism	Glucan 1,4-alpha-glucosidase	3.2.1.3	SGA1	PMID:11152943|SGD_REF:S000059437
glycolysis	6-phosphofructokinase	2.7.1.11	PFK1	
glycolysis	6-phosphofructokinase	2.7.1.11	PFK2	
glycolysis	Fructose-bisphosphate aldolase	4.1.2.13	FBA1	
glycolysis	Glucose-6-phosphate isomerase	5.3.1.9	PGI1	
glycolysis	Glyceraldehyde 3-phosphate dehydrogenase (phosphorylating)	1.2.1.12	TDH1	
glycolysis	Glyceraldehyde 3-phosphate dehydrogenase (phosphorylating)	1.2.1.12	TDH2	
glycolysis	Glyceraldehyde 3-phosphate dehydrogenase (phosphorylating)	1.2.1.12	TDH3	
glycolysis	Phosphoglycerate kinase	2.7.2.3	PGK1	
glycolysis	Phosphoglycerate mutase	5.4.2.1	GPM1	
glycolysis	Phosphopyruvate hydratase	4.2.1.11	ENO1	
glycolysis	Phosphopyruvate hydratase	4.2.1.11	ENO2	
glycolysis	Pyruvate kinase	2.7.1.40	CDC19	
glycolysis	Pyruvate kinase	2.7.1.40	PYK2	
glycolysis	Triosephosphate isomerase	5.3.1.1	TPI1	
heme biosynthesis	5-aminolevulinic acid synthase	2.3.1.37	HEM1	
heme biosynthesis	Coproporphyrinogen oxidase	1.3.3.3	HEM13	
heme biosynthesis	Ferrochelatase	4.99.1.1	HEM15	
heme biosynthesis	Hydroxymethylbilane synthase	4.3.1.8	HEM3	
heme biosynthesis	Porphobilinogen synthase	4.2.1.24	HEM2	
heme biosynthesis	Protoporphyrinogen oxidase	1.3.3.4	HEM14	
heme biosynthesis	Uroporphyrinogen decarboxylase	4.1.1.37	HEM12	
heme biosynthesis	Uroporphyrinogen-III synthase	4.2.1.75	HEM4	
hexaprenyl diphosphate biosynthesis		2.5.1.-	COQ1	PMID:11583838|SGD_REF:S000072241|PMID:2681213|SGD_REF:S000056919
hexaprenyl diphosphate biosynthesis	Dimethylallyltransferase	2.5.1.1	ERG20	PMID:11583838|SGD_REF:S000072241|PMID:2681213|SGD_REF:S000056919
hexaprenyl diphosphate biosynthesis	Farnesyltranstransferase	2.5.1.29	BTS1	PMID:11583838|SGD_REF:S000072241|PMID:2681213|SGD_REF:S000056919
hexaprenyl diphosphate biosynthesis	Geranyltranstransferase	2.5.1.10	ERG20	PMID:11583838|SGD_REF:S000072241|PMID:2681213|SGD_REF:S000056919
hexitol degradation super-pathway	mannitol degradation (Pathway)			
hexitol degradation super-pathway	sorbitol degradation (Pathway)			
histidine biosynthesis		2.4.2.-	HIS7	PMID:9822821|SGD_REF:S000041612|PMID:8852895|SGD_REF:S000057959
histidine biosynthesis	ATP phosphoribosyltransferase	2.4.2.17	HIS1	PMID:9822821|SGD_REF:S000041612|PMID:8852895|SGD_REF:S000057959
histidine biosynthesis	Histidinol dehydrogenase	1.1.1.23	HIS4	PMID:9822821|SGD_REF:S000041612|PMID:8852895|SGD_REF:S000057959
histidine biosynthesis	Histidinol dehydrogenase	1.1.1.23	HIS4	PMID:9822821|SGD_REF:S000041612|PMID:8852895|SGD_REF:S000057959
histidine biosynthesis	Histidinol-phosphatase	3.1.3.15	HIS2	PMID:9822821|SGD_REF:S000041612|PMID:8852895|SGD_REF:S000057959
histidine biosynthesis	Histidinol-phosphate aminotransferase	2.6.1.9	HIS5	PMID:9822821|SGD_REF:S000041612|PMID:8852895|SGD_REF:S000057959
histidine biosynthesis	Imidazoleglycerol-phosphate dehydratase	4.2.1.19	HIS3	PMID:9822821|SGD_REF:S000041612|PMID:8852895|SGD_REF:S000057959
histidine biosynthesis	N-(5'-phospho-D-ribosylformimino)-5-amino-1-(5''-phosphoribosyl)-4- imidazole carboxamide isomerase	5.3.1.16	HIS6	PMID:9822821|SGD_REF:S000041612|PMID:8852895|SGD_REF:S000057959
histidine biosynthesis	Phosphoribosyl-AMP cyclohydrolase	3.5.4.19	HIS4	PMID:9822821|SGD_REF:S000041612|PMID:8852895|SGD_REF:S000057959
histidine biosynthesis	Phosphoribosyl-ATP pyrophosphatase	3.6.1.31	HIS4	PMID:9822821|SGD_REF:S000041612|PMID:8852895|SGD_REF:S000057959
homocysteine and cysteine interconversion			STR2	PMID:9409150|SGD_REF:S000055397
homocysteine and cysteine interconversion	Cystathionine beta-lyase	4.4.1.8	STR3	PMID:9409150|SGD_REF:S000055397
homocysteine and cysteine interconversion	homocysteine degradation (Pathway)			
homocysteine degradation	Cystathionine beta-synthase	4.2.1.22	CYS4	PMID:10509018|SGD_REF:S000046732
homocysteine degradation	Cystathionine gamma-lyase	4.4.1.1	CYS3	PMID:10509018|SGD_REF:S000046732
homoserine biosynthesis	Aspartate kinase	2.7.2.4	HOM3	
homoserine biosynthesis	Aspartate-semialdehyde dehydrogenase	1.2.1.11	HOM2	
homoserine biosynthesis	Homoserine dehydrogenase	1.1.1.3	HOM6	
homoserine methionine biosynthesis		4.2.99.-	MET17	PMID:9409150|SGD_REF:S000055397
homoserine methionine biosynthesis	5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase	2.1.1.14	MET6	PMID:9409150|SGD_REF:S000055397
homoserine methionine biosynthesis	Homoserine O-acetyltransferase	2.3.1.31	MET2	PMID:9409150|SGD_REF:S000055397
isoleucine biosynthesis	Acetolactate synthase	4.1.3.18	ILV2	
isoleucine biosynthesis	Acetolactate synthase	4.1.3.18	ILV6	
isoleucine biosynthesis	Branched-chain amino acid aminotransferase	2.6.1.42	BAT1	
isoleucine biosynthesis	Branched-chain amino acid aminotransferase	2.6.1.42	BAT2	
isoleucine biosynthesis	Dihydroxy-acid dehydratase	4.2.1.9	ILV3	
isoleucine biosynthesis	Ketol-acid reductoisomerase	1.1.1.86	ILV5	
isoleucine biosynthesis	Threonine dehydratase	4.3.1.19	ILV1	
isoleucine degradation		4.1.1.-	ARO10	PMID:10753893|SGD_REF:S000051759
isoleucine degradation		4.1.1.-	PDC1	PMID:10753893|SGD_REF:S000051759
isoleucine degradation		4.1.1.-	PDC5	PMID:10753893|SGD_REF:S000051759
isoleucine degradation		4.1.1.-	PDC6	PMID:10753893|SGD_REF:S000051759
isoleucine degradation		4.1.1.-	THI3	PMID:10753893|SGD_REF:S000051759
isoleucine degradation	Branched-chain amino acid aminotransferase	2.6.1.42	BAT1	PMID:10753893|SGD_REF:S000051759
isoleucine degradation	Branched-chain amino acid aminotransferase	2.6.1.42	BAT2	PMID:10753893|SGD_REF:S000051759
lactose degradation	Aldose 1-epimerase	5.1.3.3	GAL10	
lactose degradation	Beta-galactosidase	3.2.1.23		
lactose degradation	Galactokinase	2.7.1.6	GAL1	
lactose degradation	Phosphoglucomutase	5.4.2.2	PGM1	
lactose degradation	Phosphoglucomutase	5.4.2.2	PGM2	
lactose degradation	UDP-glucose 4-epimerase	5.1.3.2	GAL10	
lactose degradation	UTP--glucose-1-phosphate uridylyltransferase	2.7.7.9	UGP1	
lactose degradation	UTP--glucose-1-phosphate uridylyltransferase	2.7.7.9	YHL012W	
lactose degradation	UTP--hexose-1-phosphate uridylyltransferase	2.7.7.10	GAL7	
leucine biosynthesis	2-isopropylmalate synthase	4.1.3.12	LEU4	SGD_REF:S000066074
leucine biosynthesis	2-isopropylmalate synthase	4.1.3.12	LEU9	SGD_REF:S000066074
leucine biosynthesis	3-isopropylmalate dehydratase	4.2.1.33	LEU1	SGD_REF:S000066074
leucine biosynthesis	3-isopropylmalate dehydrogenase	1.1.1.85	LEU2	SGD_REF:S000066074
leucine biosynthesis	Branched-chain amino acid aminotransferase	2.6.1.42	BAT1	SGD_REF:S000066074
leucine biosynthesis	Branched-chain amino acid aminotransferase	2.6.1.42	BAT2	SGD_REF:S000066074
leucine degradation		4.1.1.-	ARO10	PMID:12499363|SGD_REF:S000072614|PMID:9341119|SGD_REF:S000066173
leucine degradation		4.1.1.-	THI3	PMID:12499363|SGD_REF:S000072614|PMID:9341119|SGD_REF:S000066173
leucine degradation	Branched-chain amino acid aminotransferase	2.6.1.42	BAT1	PMID:12499363|SGD_REF:S000072614|PMID:9341119|SGD_REF:S000066173
leucine degradation	Branched-chain amino acid aminotransferase	2.6.1.42	BAT2	PMID:12499363|SGD_REF:S000072614|PMID:9341119|SGD_REF:S000066173
lipases biosynthesis	1-phosphatidylinositol phosphodiesterase	3.1.4.10		
lipases biosynthesis	1-phosphatidylinositol-4,5-bisphosphate phosphodiesterase	3.1.4.11	PLC1	
lipases biosynthesis	Phospholipase A2	3.1.1.4	SPO22	
lipases biosynthesis	Phospholipase C	3.1.4.3	ISC1	
lipases biosynthesis	Phospholipase D	3.1.4.4	SPO14	
Lipid-linked oligosaccharide biosynthesis		2.4.1.-		PMID:11278778|SGD_REF:S000060698|PMID:10336995|SGD_REF:S000070115|PMID:9878760|SGD_REF:S000058396
Lipid-linked oligosaccharide biosynthesis		2.4.1.-	ALG2	PMID:11278778|SGD_REF:S000060698|PMID:10336995|SGD_REF:S000070115|PMID:9878760|SGD_REF:S000058396
Lipid-linked oligosaccharide biosynthesis		2.4.1.-	ALG6	PMID:11278778|SGD_REF:S000060698|PMID:10336995|SGD_REF:S000070115|PMID:9878760|SGD_REF:S000058396
Lipid-linked oligosaccharide biosynthesis		2.4.1.-	ALG8	PMID:11278778|SGD_REF:S000060698|PMID:10336995|SGD_REF:S000070115|PMID:9878760|SGD_REF:S000058396
Lipid-linked oligosaccharide biosynthesis		2.4.1.-	DIE2	PMID:11278778|SGD_REF:S000060698|PMID:10336995|SGD_REF:S000070115|PMID:9878760|SGD_REF:S000058396
Lipid-linked oligosaccharide biosynthesis		2.4.1.130		PMID:11278778|SGD_REF:S000060698|PMID:10336995|SGD_REF:S000070115|PMID:9878760|SGD_REF:S000058396
Lipid-linked oligosaccharide biosynthesis		2.4.1.130	ALG12	PMID:11278778|SGD_REF:S000060698|PMID:10336995|SGD_REF:S000070115|PMID:9878760|SGD_REF:S000058396
Lipid-linked oligosaccharide biosynthesis		2.4.1.130	ALG3	PMID:11278778|SGD_REF:S000060698|PMID:10336995|SGD_REF:S000070115|PMID:9878760|SGD_REF:S000058396
Lipid-linked oligosaccharide biosynthesis		2.4.1.130	ALG9	PMID:11278778|SGD_REF:S000060698|PMID:10336995|SGD_REF:S000070115|PMID:9878760|SGD_REF:S000058396
Lipid-linked oligosaccharide biosynthesis	Core lipid-linked oligosaccharide biosynthesis (Pathway)			
Lipid-linked oligosaccharide biosynthesis	Glycolipid 2-alpha-mannosyltransferase	2.4.1.-	ALG11	PMID:11278778|SGD_REF:S000060698|PMID:10336995|SGD_REF:S000070115|PMID:9878760|SGD_REF:S000058396
Lipid-linked oligosaccharide biosynthesis	Glycolipid 3-alpha-mannosyltransferase	2.4.1.132		PMID:11278778|SGD_REF:S000060698|PMID:10336995|SGD_REF:S000070115|PMID:9878760|SGD_REF:S000058396
L-serine degradation	L-serine dehydratase	4.2.1.13	CHA1	PMID:1628804|SGD_REF:S000044188
lysine biosynthesis		1.5.1.10	LYS9	SGD_REF:S000066074|PMID:10714900|SGD_REF:S000075849
lysine biosynthesis		2.6.1.39		SGD_REF:S000066074|PMID:10714900|SGD_REF:S000075849
lysine biosynthesis		4.2.1.36	LYS4	SGD_REF:S000066074|PMID:10714900|SGD_REF:S000075849
lysine biosynthesis	Aminoadipate-semialdehyde dehydrogenase	1.2.1.31	LYS2	SGD_REF:S000066074|PMID:10714900|SGD_REF:S000075849
lysine biosynthesis	Homoaconitate hydratase	4.2.1.36	LYS4	SGD_REF:S000066074|PMID:10714900|SGD_REF:S000075849
lysine biosynthesis	Homocitrate synthase	4.1.3.21	LYS20	SGD_REF:S000066074|PMID:10714900|SGD_REF:S000075849
lysine biosynthesis	Homocitrate synthase	4.1.3.21	LYS21	SGD_REF:S000066074|PMID:10714900|SGD_REF:S000075849
lysine biosynthesis	Homoisocitrate dehydrogenase	1.1.1.155	LYS12	SGD_REF:S000066074|PMID:10714900|SGD_REF:S000075849
lysine biosynthesis	Saccharopine dehydrogenase (NAD+, L-lysine forming)	1.5.1.7	LYS1	SGD_REF:S000066074|PMID:10714900|SGD_REF:S000075849
lysine degradation III		1.1.1.-		PMID:131119|SGD_REF:S000086910|PMID:8257283|SGD_REF:S000086911
lysine degradation III		2.3.1.-		PMID:131119|SGD_REF:S000086910|PMID:8257283|SGD_REF:S000086911
lysine degradation III		2.6.1.-		PMID:131119|SGD_REF:S000086910|PMID:8257283|SGD_REF:S000086911
lysine degradation III		2.6.1.-		PMID:131119|SGD_REF:S000086910|PMID:8257283|SGD_REF:S000086911
lysine degradation III		3.5.1.-		PMID:131119|SGD_REF:S000086910|PMID:8257283|SGD_REF:S000086911
lysine degradation III	Glutarate-semialdehyde dehydrogenase	1.2.1.20		PMID:131119|SGD_REF:S000086910|PMID:8257283|SGD_REF:S000086911
mannitol degradation	6-phosphofructokinase	2.7.1.11	PFK1	
mannitol degradation	6-phosphofructokinase	2.7.1.11	PFK2	
mannitol degradation	Fructose-bisphosphate aldolase	4.1.2.13	FBA1	
mannitol degradation	Mannitol-1-phosphate 5-dehydrogenase	1.1.1.17		
mannose and GDP-mannose metabolism	Mannokinase	2.7.1.7		
mannose and GDP-mannose metabolism	Mannose-1-phosphate guanylyltransferase (GDP)	2.7.7.22		
mannose and GDP-mannose metabolism	Mannose-6-phosphate isomerase	5.3.1.8	PMI40	
mannose and GDP-mannose metabolism	Phosphomannomutase	5.4.2.8	SEC53	
mannose catabolism	Mannokinase	2.7.1.7		
mannose catabolism	Mannose-6-phosphate isomerase	5.3.1.8	PMI40	
m-cresol degradation	3,5-xylenol methylhydroxylase	1.14.13.-		
m-cresol degradation	3-hydroxybenzoate 4-monooxygenase	1.14.13.23		
m-cresol degradation	3-hydroxybenzoate 6-monooxygenase	1.14.13.24		
m-cresol degradation	Aryl-alcohol dehydrogenase	1.1.1.90	AAD10	
m-cresol degradation	Aryl-alcohol dehydrogenase	1.1.1.90	AAD14	
m-cresol degradation	Aryl-alcohol dehydrogenase	1.1.1.90	AAD15	
m-cresol degradation	Aryl-alcohol dehydrogenase	1.1.1.90	AAD3	
m-cresol degradation	Aryl-alcohol dehydrogenase	1.1.1.90	AAD4	
m-cresol degradation	Aryl-alcohol dehydrogenase	1.1.1.90	AAD6	
m-cresol degradation	Benzaldehyde dehydrogenase (NADP+)	1.2.1.7		
methionine and S-adenosylmethionine synthesis	5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase	2.1.1.14	MET6	PMID:9409150|SGD_REF:S000055397
methionine and S-adenosylmethionine synthesis	Methionine adenosyltransferase	2.5.1.6	SAM1	PMID:9409150|SGD_REF:S000055397
